Datetime,Open,High,Low,Close,Adj Close,Volume
2024-09-17 19:24:00+00:00,60353.78515625,60353.78515625,60353.78515625,60353.78515625,60353.78515625,0
2024-09-17 19:26:00+00:00,60388.05078125,60388.05078125,60388.05078125,60388.05078125,60388.05078125,25944064
2024-09-17 19:28:00+00:00,60446.46484375,60446.46484375,60446.46484375,60446.46484375,60446.46484375,6594560
2024-09-17 19:29:00+00:00,60409.5078125,60409.5078125,60409.5078125,60409.5078125,60409.5078125,17559552
2024-09-17 19:30:00+00:00,60425.41796875,60425.41796875,60425.41796875,60425.41796875,60425.41796875,7073792
2024-09-17 19:32:00+00:00,60448.44921875,60448.44921875,60448.44921875,60448.44921875,60448.44921875,17645568
2024-09-17 19:33:00+00:00,60401.19140625,60401.19140625,60401.19140625,60401.19140625,60401.19140625,2293760
2024-09-17 19:34:00+00:00,60364.87890625,60364.87890625,60364.87890625,60364.87890625,60364.87890625,6983680
2024-09-17 19:35:00+00:00,60362.2421875,60362.2421875,60362.2421875,60362.2421875,60362.2421875,27361280
2024-09-17 19:36:00+00:00,60357.27734375,60357.27734375,60357.27734375,60357.27734375,60357.27734375,925696
2024-09-17 19:38:00+00:00,60346.5,60346.5,60346.5,60346.5,60346.5,21327872
2024-09-17 19:40:00+00:00,60325.9921875,60325.9921875,60325.9921875,60325.9921875,60325.9921875,10268672
2024-09-17 19:41:00+00:00,60307.57421875,60307.57421875,60307.57421875,60307.57421875,60307.57421875,36409344
2024-09-17 19:42:00+00:00,60197.765625,60197.765625,60197.765625,60197.765625,60197.765625,7282688
2024-09-17 19:44:00+00:00,60199.83984375,60199.83984375,60199.83984375,60199.83984375,60199.83984375,63053824
2024-09-17 19:45:00+00:00,60168.80078125,60168.80078125,60168.80078125,60168.80078125,60168.80078125,9834496
2024-09-17 19:46:00+00:00,60102.46484375,60102.46484375,60102.46484375,60102.46484375,60102.46484375,4857856
2024-09-17 19:47:00+00:00,59992.41796875,59992.41796875,59992.41796875,59992.41796875,59992.41796875,87494656
2024-09-17 19:48:00+00:00,59807.296875,59807.296875,59807.296875,59807.296875,59807.296875,47341568
2024-09-17 19:50:00+00:00,59754.72265625,59754.72265625,59754.72265625,59754.72265625,59754.72265625,114909184
2024-09-17 19:51:00+00:00,59750.45703125,59750.45703125,59750.45703125,59750.45703125,59750.45703125,15970304
2024-09-17 19:52:00+00:00,59996.3125,59996.3125,59996.3125,59996.3125,59996.3125,24416256
2024-09-17 19:53:00+00:00,59984.57421875,59984.57421875,59984.57421875,59984.57421875,59984.57421875,170307584
2024-09-17 19:54:00+00:00,60079.9375,60079.9375,60079.9375,60079.9375,60079.9375,27185152
2024-09-17 19:55:00+00:00,60144.57421875,60144.57421875,60144.57421875,60144.57421875,60144.57421875,9191424
2024-09-17 19:56:00+00:00,60082.453125,60082.453125,60082.453125,60082.453125,60082.453125,205012992
2024-09-17 19:57:00+00:00,60038.765625,60038.765625,60038.765625,60038.765625,60038.765625,11862016
2024-09-17 19:58:00+00:00,60048.18359375,60048.18359375,60048.18359375,60048.18359375,60048.18359375,0
2024-09-17 19:59:00+00:00,60024.77734375,60024.77734375,60024.77734375,60024.77734375,60024.77734375,60755968
2024-09-17 20:00:00+00:00,59982.42578125,59982.42578125,59982.42578125,59982.42578125,59982.42578125,7008256
2024-09-17 20:01:00+00:00,59918.84375,59918.84375,59918.84375,59918.84375,59918.84375,8351744
2024-09-17 20:02:00+00:00,59864.2734375,59864.2734375,59864.2734375,59864.2734375,59864.2734375,0
2024-09-17 20:03:00+00:00,59767.8046875,59767.8046875,59767.8046875,59767.8046875,59767.8046875,0
2024-09-17 20:04:00+00:00,59840.6875,59840.6875,59840.6875,59840.6875,59840.6875,30605312
2024-09-17 20:05:00+00:00,59868.3359375,59868.3359375,59868.3359375,59868.3359375,59868.3359375,95072256
2024-09-17 20:06:00+00:00,59838.8671875,59838.8671875,59838.8671875,59838.8671875,59838.8671875,11636736
2024-09-17 20:08:00+00:00,59994.10546875,59994.10546875,59994.10546875,59994.10546875,59994.10546875,39309312
2024-09-17 20:09:00+00:00,59961.6015625,59961.6015625,59961.6015625,59961.6015625,59961.6015625,13983744
2024-09-17 20:10:00+00:00,59940.8359375,59940.8359375,59940.8359375,59940.8359375,59940.8359375,9080832
2024-09-17 20:11:00+00:00,59993.546875,59993.546875,59993.546875,59993.546875,59993.546875,37388288
2024-09-17 20:12:00+00:00,59897.4296875,59897.4296875,59897.4296875,59897.4296875,59897.4296875,59179008
2024-09-17 20:14:00+00:00,59966.7890625,59966.7890625,59966.7890625,59966.7890625,59966.7890625,19533824
2024-09-17 20:16:00+00:00,60017.3515625,60017.3515625,60017.3515625,60017.3515625,60017.3515625,5017600
2024-09-17 20:17:00+00:00,60046.48828125,60046.48828125,60046.48828125,60046.48828125,60046.48828125,6979584
2024-09-17 20:18:00+00:00,60101.53515625,60101.53515625,60101.53515625,60101.53515625,60101.53515625,823296
2024-09-17 20:20:00+00:00,60149.953125,60149.953125,60149.953125,60149.953125,60149.953125,70090752
2024-09-17 20:21:00+00:00,60162.5546875,60162.5546875,60162.5546875,60162.5546875,60162.5546875,0
2024-09-17 20:23:00+00:00,60159.62109375,60159.62109375,60159.62109375,60159.62109375,60159.62109375,76414976
2024-09-17 20:24:00+00:00,60185.10546875,60185.10546875,60185.10546875,60185.10546875,60185.10546875,0
2024-09-17 20:26:00+00:00,60169.58203125,60169.58203125,60169.58203125,60169.58203125,60169.58203125,45780992
2024-09-17 20:28:00+00:00,60203.6875,60203.6875,60203.6875,60203.6875,60203.6875,0
2024-09-17 20:29:00+00:00,60202.2578125,60202.2578125,60202.2578125,60202.2578125,60202.2578125,0
2024-09-17 20:30:00+00:00,60197.6875,60197.6875,60197.6875,60197.6875,60197.6875,1093632
2024-09-17 20:31:00+00:00,60224.5,60224.5,60224.5,60224.5,60224.5,831488
2024-09-17 20:32:00+00:00,60257.04296875,60257.04296875,60257.04296875,60257.04296875,60257.04296875,0
2024-09-17 20:33:00+00:00,60295.10546875,60295.10546875,60295.10546875,60295.10546875,60295.10546875,13107200
2024-09-17 20:34:00+00:00,60316.55859375,60316.55859375,60316.55859375,60316.55859375,60316.55859375,15949824
2024-09-17 20:35:00+00:00,60301.61328125,60301.61328125,60301.61328125,60301.61328125,60301.61328125,12431360
2024-09-17 20:36:00+00:00,60321.54296875,60321.54296875,60321.54296875,60321.54296875,60321.54296875,0
2024-09-17 20:38:00+00:00,60269.08203125,60269.08203125,60269.08203125,60269.08203125,60269.08203125,1708032
2024-09-17 20:40:00+00:00,60068.03515625,60068.03515625,60068.03515625,60068.03515625,60068.03515625,32415744
2024-09-17 20:41:00+00:00,60047.40234375,60047.40234375,60047.40234375,60047.40234375,60047.40234375,70193152
2024-09-17 20:42:00+00:00,60078.2890625,60078.2890625,60078.2890625,60078.2890625,60078.2890625,0
2024-09-17 20:44:00+00:00,60081.2265625,60081.2265625,60081.2265625,60081.2265625,60081.2265625,69103616
2024-09-17 20:45:00+00:00,60049.515625,60049.515625,60049.515625,60049.515625,60049.515625,8548352
